"","date","year","month","day","yearday","temperature","precipitation","atm_pressure","NAO"
"1322","12.11.1997",1997,11,12,316,278.75,0,1003.2,-0.789
"1323","13.11.1997",1997,11,13,317,279.25,0,998.3,-0.748
"1324","14.11.1997",1997,11,14,318,278.55,0,995.7,-0.406
"1325","15.11.1997",1997,11,15,319,278.45,5.1,1010.5,0.035
"1326","16.11.1997",1997,11,16,320,280.25,0,1013,0.429
"1327","17.11.1997",1997,11,17,321,280.95,0,1010.7,0.585
"1328","18.11.1997",1997,11,18,322,280.95,0.3,1008.8,0.389
"1329","19.11.1997",1997,11,19,323,279.85,1.8,1010,0.08
"1330","20.11.1997",1997,11,20,324,279.05,0,1014.6,-0.158
"1331","21.11.1997",1997,11,21,325,280.75,0,1020.1,-0.434
"1332","22.11.1997",1997,11,22,326,279.95,0,1024.7,-0.791
"1333","23.11.1997",1997,11,23,327,279.45,0,1025.1,-1.221
"1334","24.11.1997",1997,11,24,328,277.35,0,1019.9,-1.204
"1335","25.11.1997",1997,11,25,329,275.85,0.3,1018.7,-1.058
"1336","26.11.1997",1997,11,26,330,276.65,0.1,1021,-0.974
"1337","27.11.1997",1997,11,27,331,276.95,11.7,1019.7,-1.106
"1338","28.11.1997",1997,11,28,332,275.05,2.2,1015.5,-1.223
"1339","29.11.1997",1997,11,29,333,274.15,5.1,1013.2,-1.562
"1340","30.11.1997",1997,11,30,334,272.65,0.1,1015.3,-1.932
"1341","01.12.1997",1997,12,1,335,273.75,0,1023.1,-1.145
"1342","02.12.1997",1997,12,2,336,272.35,0,1020.8,-1.541
"1343","03.12.1997",1997,12,3,337,274.45,0,1017,-1.639
"1344","04.12.1997",1997,12,4,338,276.35,5.5,1001.6,-1.493
"1345","05.12.1997",1997,12,5,339,275.55,5,987,-0.823
"1346","06.12.1997",1997,12,6,340,275.65,4.4,998.8,-0.009
"1347","07.12.1997",1997,12,7,341,278.85,0.3,984.5,0.697
"1348","08.12.1997",1997,12,8,342,279.45,26.8,989.7,0.982
"1349","09.12.1997",1997,12,9,343,279.15,9.4,988.6,0.935
"1350","10.12.1997",1997,12,10,344,279.65,0.1,993.1,0.998
"1351","11.12.1997",1997,12,11,345,280.15,0.1,996.8,0.964
"1352","12.12.1997",1997,12,12,346,278.05,0.1,1008.5,0.453
"1353","13.12.1997",1997,12,13,347,276.95,0.1,1015.6,-0.278
"1354","14.12.1997",1997,12,14,348,276.45,0,1030.5,-0.815
"1355","15.12.1997",1997,12,15,349,279.65,14.6,1029.1,-1.574
"1356","16.12.1997",1997,12,16,350,280.35,19.2,1034.9,-1.848
"1357","17.12.1997",1997,12,17,351,279.75,0.2,1028.1,-2.135
"1358","18.12.1997",1997,12,18,352,277.85,1,1021.1,-1.806
"1359","19.12.1997",1997,12,19,353,277.75,0.9,1012.4,-1.163
"1360","20.12.1997",1997,12,20,354,276.55,0,1010.1,-0.905
"1361","21.12.1997",1997,12,21,355,275.95,0,1010.8,-1.06
"1362","22.12.1997",1997,12,22,356,278.85,0.4,1009.9,-1.113
"1363","23.12.1997",1997,12,23,357,277.95,1.7,1012.5,-0.894
"1364","24.12.1997",1997,12,24,358,277.95,0,1004.6,-0.577
"1365","25.12.1997",1997,12,25,359,276.75,0,995,-0.035
"1366","26.12.1997",1997,12,26,360,275.65,0,993.2,0.081
"1367","27.12.1997",1997,12,27,361,271.95,0,997,-0.124
"1368","28.12.1997",1997,12,28,362,270.75,0,1000.1,-0.146
"1369","29.12.1997",1997,12,29,363,271.45,0,1001.3,-0.076
"1370","30.12.1997",1997,12,30,364,275.05,0.2,1005.5,0.193
"1371","31.12.1997",1997,12,31,365,275.55,0,1004.3,0.276
"1372","01.01.1998",1998,1,1,1,276.75,0,998.8,1.325
"1373","02.01.1998",1998,1,2,2,276.85,1.4,995,1.672
"1374","03.01.1998",1998,1,3,3,275.75,0,991.8,1.694
"1375","04.01.1998",1998,1,4,4,277.05,0,986.5,1.095
"1376","05.01.1998",1998,1,5,5,276.05,0,987.7,0.633
"1377","06.01.1998",1998,1,6,6,275.65,0,997.3,0.443
"1378","07.01.1998",1998,1,7,7,275.65,0,1003.8,0.284
"1379","08.01.1998",1998,1,8,8,274.25,0,1004.9,0.094
"1380","09.01.1998",1998,1,9,9,273.95,0,1013.8,-0.002
"1381","10.01.1998",1998,1,10,10,275.35,0.1,994.8,0.195
"1382","11.01.1998",1998,1,11,11,276.85,3.2,1001.8,0.275
"1383","12.01.1998",1998,1,12,12,277.15,0,997.4,0.409
"1384","13.01.1998",1998,1,13,13,278.75,8.3,999.1,0.43
"1385","14.01.1998",1998,1,14,14,278.75,3.9,995.9,0.257
"1386","15.01.1998",1998,1,15,15,278.15,0.2,989.1,0.082
"1387","16.01.1998",1998,1,16,16,277.75,2.3,983,0.125
"1388","17.01.1998",1998,1,17,17,275.05,13.4,991.1,0.382
"1389","18.01.1998",1998,1,18,18,272.15,3.6,992.6,0.478
"1390","19.01.1998",1998,1,19,19,271.45,0.9,1006.1,0.397
"1391","20.01.1998",1998,1,20,20,274.15,0.1,1021.6,0.294
"1392","21.01.1998",1998,1,21,21,275.85,0.1,1020,0.41
"1393","22.01.1998",1998,1,22,22,276.95,11.8,1008,0.325
"1394","23.01.1998",1998,1,23,23,275.15,18.1,1018.7,0.044
"1395","24.01.1998",1998,1,24,24,276.05,1.9,1021.9,-0.139
"1396","25.01.1998",1998,1,25,25,278.55,2.9,1018.1,-0.198
"1397","26.01.1998",1998,1,26,26,279.35,1,1004.5,-0.154
"1398","27.01.1998",1998,1,27,27,272.65,4.8,999.2,-0.097
"1399","28.01.1998",1998,1,28,28,270.15,2.8,1009.1,-0.206
"1400","29.01.1998",1998,1,29,29,271.05,0.3,1001.3,-0.421
"1401","30.01.1998",1998,1,30,30,269.25,3.8,1014.4,-0.61
"1402","31.01.1998",1998,1,31,31,270.15,3,1013.1,-0.688
"1403","01.02.1998",1998,2,1,32,271.85,0.2,1000.5,-0.682
"1404","02.02.1998",1998,2,2,33,270.15,0.1,995.1,-0.489
"1405","03.02.1998",1998,2,3,34,267.15,0,1001.1,-0.253
"1406","04.02.1998",1998,2,4,35,266.45,0,988.2,-0.112
"1407","05.02.1998",1998,2,5,36,268.95,0.2,993.7,0.022
"1408","06.02.1998",1998,2,6,37,272.35,0,1000.7,0.282
"1409","07.02.1998",1998,2,7,38,274.75,2.3,988.2,0.549
"1410","08.02.1998",1998,2,8,39,275.15,3.2,996,0.648
"1411","09.02.1998",1998,2,9,40,277.85,13,986,0.707
"1412","10.02.1998",1998,2,10,41,276.35,5.5,979.3,0.766
"1413","11.02.1998",1998,2,11,42,275.15,1.7,990.4,0.658
"1414","12.02.1998",1998,2,12,43,275.55,6.4,999,0.59
"1415","13.02.1998",1998,2,13,44,275.25,1.9,1016.4,0.51
"1416","14.02.1998",1998,2,14,45,276.15,1.6,1000.7,0.478
"1417","15.02.1998",1998,2,15,46,274.45,2.9,999,0.266
"1418","16.02.1998",1998,2,16,47,275.15,3.4,1000.6,0.162
"1419","17.02.1998",1998,2,17,48,275.25,0.5,1004.8,0.146
"1420","18.02.1998",1998,2,18,49,278.25,3.9,992.8,0.289
"1421","19.02.1998",1998,2,19,50,276.15,7.4,995.2,0.408
"1422","20.02.1998",1998,2,20,51,278.35,6.4,992.7,0.25
"1423","21.02.1998",1998,2,21,52,278.55,7.1,976,0.399
"1424","22.02.1998",1998,2,22,53,276.75,2.1,978.4,0.431
"1425","23.02.1998",1998,2,23,54,274.85,3.1,986.8,0.151
"1426","24.02.1998",1998,2,24,55,272.45,0.5,1017.5,-0.087
"1427","25.02.1998",1998,2,25,56,278.15,0.6,997.3,-0.155
"1428","26.02.1998",1998,2,26,57,278.55,21.3,978.7,-0.235
"1429","27.02.1998",1998,2,27,58,274.75,5.2,963.3,-0.39
"1430","28.02.1998",1998,2,28,59,274.45,0.9,966.9,-0.442
"1431","01.03.1998",1998,3,1,60,271.45,0,988.1,-0.598
"1432","02.03.1998",1998,3,2,61,269.65,2.3,995,-0.394
"1433","03.03.1998",1998,3,3,62,269.35,1.1,997,-0.181
"1434","04.03.1998",1998,3,4,63,268.95,0.4,984.5,0.171
"1435","05.03.1998",1998,3,5,64,269.05,1.3,990.6,0.481
"1436","06.03.1998",1998,3,6,65,270.85,1.3,997.4,0.47
"1437","07.03.1998",1998,3,7,66,270.55,0.6,999,0.464
"1438","08.03.1998",1998,3,8,67,272.15,2.1,1004.1,0.455
"1439","09.03.1998",1998,3,9,68,273.35,2.6,1013.1,0.5
"1440","10.03.1998",1998,3,10,69,272.85,2.1,1016.9,0.668
"1441","11.03.1998",1998,3,11,70,272.85,0.1,999.5,0.59
"1442","12.03.1998",1998,3,12,71,272.35,2.9,1002.7,0.263
"1443","13.03.1998",1998,3,13,72,273.15,1.1,994.3,0.269
"1444","14.03.1998",1998,3,14,73,273.05,3,1011,0.636
"1445","15.03.1998",1998,3,15,74,275.85,0,1005,1.089
"1446","16.03.1998",1998,3,16,75,277.45,3.1,1006,1.134
"1447","17.03.1998",1998,3,17,76,276.85,0.6,998.2,0.837
"1448","18.03.1998",1998,3,18,77,272.85,8.1,998.1,0.499
"1449","19.03.1998",1998,3,19,78,273.35,4.9,1001.9,0.44
"1450","20.03.1998",1998,3,20,79,275.15,2.4,1018.2,0.633
"1451","21.03.1998",1998,3,21,80,275.75,3.9,1021.9,0.88
"1452","22.03.1998",1998,3,22,81,277.95,1.6,1027.2,0.973
"1453","23.03.1998",1998,3,23,82,279.05,3.7,1027.9,1.107
"1454","24.03.1998",1998,3,24,83,277.65,0,1014.6,1.2
"1455","25.03.1998",1998,3,25,84,275.65,5.9,1016.4,1.52
"1456","26.03.1998",1998,3,26,85,278.75,0.1,1002.7,1.668
"1457","27.03.1998",1998,3,27,86,278.75,0.1,993.8,1.351
"1458","28.03.1998",1998,3,28,87,278.35,0.2,1008.6,0.761
"1459","29.03.1998",1998,3,29,88,279.25,1.1,1006.5,0.493
"1460","30.03.1998",1998,3,30,89,278.35,1.5,1010.8,0.453
"1461","31.03.1998",1998,3,31,90,277.05,0,1005.8,0.127
"1462","01.04.1998",1998,4,1,91,273.95,0,1016.6,-0.266
"1463","02.04.1998",1998,4,2,92,273.05,0.1,1022.9,-0.672
"1464","03.04.1998",1998,4,3,93,273.35,0,1017,-0.845
"1465","04.04.1998",1998,4,4,94,276.05,0,1007.5,-1.055
"1466","05.04.1998",1998,4,5,95,275.65,0.1,1005.5,-1.047
"1467","06.04.1998",1998,4,6,96,274.05,0,1007.7,-0.991
"1468","07.04.1998",1998,4,7,97,271.85,0.4,1006.7,-0.951
"1469","08.04.1998",1998,4,8,98,271.25,0.8,1005.2,-0.837
"1470","09.04.1998",1998,4,9,99,271.95,1.7,1007.3,-0.995
"1471","10.04.1998",1998,4,10,100,271.75,0.5,1011.3,-1.05
"1472","11.04.1998",1998,4,11,101,272.35,0.3,1015.5,-0.851
"1473","12.04.1998",1998,4,12,102,271.55,0,1012.4,-0.68
"1474","13.04.1998",1998,4,13,103,271.55,0,1004.7,-0.763
"1475","14.04.1998",1998,4,14,104,273.55,0,1005.9,-0.975
"1476","15.04.1998",1998,4,15,105,274.95,0,1006.8,-0.872
"1477","16.04.1998",1998,4,16,106,276.75,0,1005.5,-0.581
"1478","17.04.1998",1998,4,17,107,278.35,0.3,1003.3,-0.012
"1479","18.04.1998",1998,4,18,108,277.95,0,1005.5,0.302
"1480","19.04.1998",1998,4,19,109,277.45,0,1009.6,0.375
"1481","20.04.1998",1998,4,20,110,277.55,0,1011.7,0.42
"1482","21.04.1998",1998,4,21,111,278.05,0,1019.1,0.369
"1483","22.04.1998",1998,4,22,112,278.55,0,1023.7,0.261
"1484","23.04.1998",1998,4,23,113,280.85,0,1021.2,0.379
"1485","24.04.1998",1998,4,24,114,281.65,0,1013.9,0.577
"1486","25.04.1998",1998,4,25,115,281.55,0,1007.1,0.492
"1487","26.04.1998",1998,4,26,116,280.25,0,1001.7,0.266
"1488","27.04.1998",1998,4,27,117,279.35,0,998,0.352
"1489","28.04.1998",1998,4,28,118,279.75,6.7,1009.6,0.45
"1490","29.04.1998",1998,4,29,119,280.35,0,1010.7,0.468
"1491","30.04.1998",1998,4,30,120,280.05,0.4,1019.3,0.375
"1492","01.05.1998",1998,5,1,121,278.95,0.2,1015.9,0.091
"1493","02.05.1998",1998,5,2,122,277.65,3.5,1009.5,0.054
"1494","03.05.1998",1998,5,3,123,279.05,7.3,1015,0.166
"1495","04.05.1998",1998,5,4,124,279.65,0.1,1005.3,-0.063
"1496","05.05.1998",1998,5,5,125,280.45,0,997.7,-0.281
"1497","06.05.1998",1998,5,6,126,279.45,0.6,991.1,-0.414
"1498","07.05.1998",1998,5,7,127,279.95,0.4,995.1,-0.527
"1499","08.05.1998",1998,5,8,128,279.65,0,998.9,-0.625
"1500","09.05.1998",1998,5,9,129,280.15,1.8,1013.5,-0.546
"1501","10.05.1998",1998,5,10,130,279.45,0.1,1008.3,-0.356
"1502","11.05.1998",1998,5,11,131,279.95,9.3,1018.6,-0.522
"1503","12.05.1998",1998,5,12,132,280.55,0.2,1030.4,-0.895
"1504","13.05.1998",1998,5,13,133,280.65,0,1027,-0.747
"1505","14.05.1998",1998,5,14,134,281.45,0.2,1028.4,-0.164
"1506","15.05.1998",1998,5,15,135,282.85,0,1024.6,0.056
"1507","16.05.1998",1998,5,16,136,281.25,0,1020.9,-0.049
"1508","17.05.1998",1998,5,17,137,281.15,0.5,1021.2,-0.258
"1509","18.05.1998",1998,5,18,138,280.75,9.8,1014.2,-0.616
"1510","19.05.1998",1998,5,19,139,277.25,11.1,1006.7,-0.928
"1511","20.05.1998",1998,5,20,140,275.95,2.7,1009,-0.973
"1512","21.05.1998",1998,5,21,141,275.95,5.5,1010.4,-0.88
"1513","22.05.1998",1998,5,22,142,275.55,0.1,1014.8,-0.843
"1514","23.05.1998",1998,5,23,143,276.45,0.5,1013.8,-0.504
"1515","24.05.1998",1998,5,24,144,279.05,0,1009.3,-0.322
"1516","25.05.1998",1998,5,25,145,278.55,0,1005.8,-0.345
"1517","26.05.1998",1998,5,26,146,279.35,0,1008.3,-0.608
"1518","27.05.1998",1998,5,27,147,278.85,0,1012.9,-0.857
"1519","28.05.1998",1998,5,28,148,279.65,0,1018.1,-1.148
"1520","29.05.1998",1998,5,29,149,280.25,0,1022,-1.204
"1521","30.05.1998",1998,5,30,150,278.95,0,1018.5,-1.476
"1522","31.05.1998",1998,5,31,151,278.55,0.6,1015,-1.671
"1523","01.06.1998",1998,6,1,152,279.85,0,1013.9,-1.976
"1524","02.06.1998",1998,6,2,153,280.25,3,1010.5,-2.188
"1525","03.06.1998",1998,6,3,154,280.05,0.1,1008.1,-1.982
"1526","04.06.1998",1998,6,4,155,279.75,0,1007.3,-1.888
"1527","05.06.1998",1998,6,5,156,279.55,0.4,1015.3,-1.98
"1528","06.06.1998",1998,6,6,157,280.05,2.5,1018.3,-1.774
"1529","07.06.1998",1998,6,7,158,279.65,0.2,1014.1,-1.209
"1530","08.06.1998",1998,6,8,159,281.15,0,996.4,-0.682
"1531","09.06.1998",1998,6,9,160,280.45,7.8,999,-0.51
"1532","10.06.1998",1998,6,10,161,280.65,0,994.2,-0.669
"1533","11.06.1998",1998,6,11,162,280.75,1.2,997.5,-0.851
"1534","12.06.1998",1998,6,12,163,281.45,0.1,1007.7,-0.91
"1535","13.06.1998",1998,6,13,164,280.35,0,1004.1,-1.133
"1536","14.06.1998",1998,6,14,165,280.65,16.8,1014.1,-1.332
"1537","15.06.1998",1998,6,15,166,282.15,1,1022.3,-1.653
"1538","16.06.1998",1998,6,16,167,282.35,0,1013.4,-2.021
"1539","17.06.1998",1998,6,17,168,282.55,0.8,1000.9,-1.957
"1540","18.06.1998",1998,6,18,169,284.75,0.2,1005,-1.734
"1541","19.06.1998",1998,6,19,170,283.75,0,1016.5,-1.443
"1542","20.06.1998",1998,6,20,171,283.95,0,1022.1,-1.135
"1543","21.06.1998",1998,6,21,172,285.55,0,1020.2,-0.945
"1544","22.06.1998",1998,6,22,173,285.85,0,1013.7,-0.799
"1545","23.06.1998",1998,6,23,174,286.85,0,1013.4,-0.751
"1546","24.06.1998",1998,6,24,175,286.95,0,1013.5,-0.868
"1547","25.06.1998",1998,6,25,176,285.15,0,1010.4,-1.226
"1548","26.06.1998",1998,6,26,177,286.75,0.1,1009,-1.523
"1549","27.06.1998",1998,6,27,178,286.75,0,1012.9,-1.502
"1550","28.06.1998",1998,6,28,179,288.15,0,1012,-1.4
"1551","29.06.1998",1998,6,29,180,289.25,0,1008.6,-1.452
"1552","30.06.1998",1998,6,30,181,288.65,0,1009.2,-1.157
"1553","01.07.1998",1998,7,1,182,283.15,0.1,1011.3,-0.611
"1554","02.07.1998",1998,7,2,183,282.15,0,1010.4,-0.361
"1555","03.07.1998",1998,7,3,184,283.15,0.1,1006.7,0.017
"1556","04.07.1998",1998,7,4,185,284.55,0,1002.6,0.156
"1557","05.07.1998",1998,7,5,186,286.15,0,993.9,-0.056
"1558","06.07.1998",1998,7,6,187,286.55,0.1,996.5,-0.077
"1559","07.07.1998",1998,7,7,188,286.15,0,1000.5,0.26
"1560","08.07.1998",1998,7,8,189,285.75,0,1000.2,0.549
"1561","09.07.1998",1998,7,9,190,285.95,0,996.2,0.891
"1562","10.07.1998",1998,7,10,191,285.15,2.4,1002.2,0.963
"1563","11.07.1998",1998,7,11,192,285.45,1.8,1005.9,0.563
"1564","12.07.1998",1998,7,12,193,287.55,1.2,998.7,0.429
"1565","13.07.1998",1998,7,13,194,289.95,9.1,995.8,0.412
"1566","14.07.1998",1998,7,14,195,290.05,0,991.5,0.336
"1567","15.07.1998",1998,7,15,196,288.15,0.1,995,-0.085
"1568","16.07.1998",1998,7,16,197,287.75,0,997.5,-0.574
"1569","17.07.1998",1998,7,17,198,285.05,0.9,1004.4,-0.702
"1570","18.07.1998",1998,7,18,199,286.55,3.2,1005.4,-0.835
"1571","19.07.1998",1998,7,19,200,287.95,0,1002.8,-1.023
"1572","20.07.1998",1998,7,20,201,286.15,2.7,999.4,-1.11
"1573","21.07.1998",1998,7,21,202,286.85,9.6,1008.5,-1.102
"1574","22.07.1998",1998,7,22,203,288.15,0,1005.4,-1.062
"1575","23.07.1998",1998,7,23,204,286.55,7.7,1012.8,-1.042
"1576","24.07.1998",1998,7,24,205,288.45,6.1,1008.4,-1.038
"1577","25.07.1998",1998,7,25,206,289.75,0,1004.9,-0.896
"1578","26.07.1998",1998,7,26,207,287.45,0.1,1008.3,-0.719
"1579","27.07.1998",1998,7,27,208,287.15,0,1013.6,-0.381
"1580","28.07.1998",1998,7,28,209,287.45,0,1011.5,-0.188
"1581","29.07.1998",1998,7,29,210,288.75,0,1006.8,-0.297
"1582","30.07.1998",1998,7,30,211,289.25,0,1001.6,-0.301
"1583","31.07.1998",1998,7,31,212,288.75,0.1,996.4,0.014
"1584","01.08.1998",1998,8,1,213,286.35,0,1004.4,0.687
"1585","02.08.1998",1998,8,2,214,285.25,1.7,1014.8,1.169
"1586","03.08.1998",1998,8,3,215,286.75,0.4,1011.9,1.168
"1587","04.08.1998",1998,8,4,216,288.55,0,1000.5,0.849
"1588","05.08.1998",1998,8,5,217,286.95,0.6,1002.5,0.552
"1589","06.08.1998",1998,8,6,218,286.25,0,1003.9,0.204
"1590","07.08.1998",1998,8,7,219,286.55,0.2,1004.4,-0.096
"1591","08.08.1998",1998,8,8,220,285.95,1.8,1009.2,-0.221
"1592","09.08.1998",1998,8,9,221,285.55,0,1013.8,-0.163
"1593","10.08.1998",1998,8,10,222,286.15,8.3,1020.6,-0.087
"1594","11.08.1998",1998,8,11,223,286.55,0,1022,-0.058
"1595","12.08.1998",1998,8,12,224,288.15,0,1015.3,0.405
"1596","13.08.1998",1998,8,13,225,288.45,0,1007.3,0.58
"1597","14.08.1998",1998,8,14,226,288.75,0,1005.3,0.532
"1598","15.08.1998",1998,8,15,227,287.45,0.1,1001.8,0.546
"1599","16.08.1998",1998,8,16,228,286.25,7.3,1004.5,0.46
"1600","17.08.1998",1998,8,17,229,286.95,0,1004.3,0.441
"1601","18.08.1998",1998,8,18,230,286.75,0.1,995,0.624
"1602","19.08.1998",1998,8,19,231,285.35,0,1000.8,0.501
"1603","20.08.1998",1998,8,20,232,284.85,1.1,996.3,0.502
"1604","21.08.1998",1998,8,21,233,286.45,0.7,986.8,0.041
"1605","22.08.1998",1998,8,22,234,286.35,0,987.2,-0.458
"1606","23.08.1998",1998,8,23,235,285.65,0.1,992.4,-0.966
"1607","24.08.1998",1998,8,24,236,284.05,0,996.1,-1.217
"1608","25.08.1998",1998,8,25,237,283.85,0.2,1002.6,-1.088
"1609","26.08.1998",1998,8,26,238,283.75,0.1,1008.6,-0.832
"1610","27.08.1998",1998,8,27,239,285.35,0.2,1006.9,-0.782
"1611","28.08.1998",1998,8,28,240,285.55,0,1012.4,-0.898
"1612","29.08.1998",1998,8,29,241,284.85,0,1017,-1.104
"1613","30.08.1998",1998,8,30,242,285.75,0,1021.5,-1.192
"1614","31.08.1998",1998,8,31,243,286.35,0,1025.5,-1.186
"1615","01.09.1998",1998,9,1,244,285.95,0,1029.3,-1.6
"1616","02.09.1998",1998,9,2,245,285.85,0,1028.2,-1.648
"1617","03.09.1998",1998,9,3,246,285.75,0,1024.3,-1.361
"1618","04.09.1998",1998,9,4,247,286.35,0,1017.7,-0.99
"1619","05.09.1998",1998,9,5,248,285.45,0,1011.9,-0.8
"1620","06.09.1998",1998,9,6,249,285.95,0,1010.9,-0.762
"1621","07.09.1998",1998,9,7,250,286.55,0,1009.3,-0.73
"1622","08.09.1998",1998,9,8,251,287.35,0,1002.9,-0.686
"1623","09.09.1998",1998,9,9,252,287.05,0,996.6,-0.437
"1624","10.09.1998",1998,9,10,253,287.55,0.7,987.4,-0.25
"1625","11.09.1998",1998,9,11,254,286.85,0,987,-0.187
"1626","12.09.1998",1998,9,12,255,286.75,0.1,995.8,-0.181
"1627","13.09.1998",1998,9,13,256,286.95,0,1002.4,-0.327
"1628","14.09.1998",1998,9,14,257,287.55,1.2,994.6,-0.726
"1629","15.09.1998",1998,9,15,258,286.55,0,986.9,-0.977
"1630","16.09.1998",1998,9,16,259,286.05,0,989.2,-1.272
"1631","17.09.1998",1998,9,17,260,283.55,12.5,998.7,-1.337
"1632","18.09.1998",1998,9,18,261,282.35,2.1,1013.2,-1.036
"1633","19.09.1998",1998,9,19,262,283.95,6.1,1019.8,-0.475
"1634","20.09.1998",1998,9,20,263,285.85,15.2,1021.5,-0.233
"1635","21.09.1998",1998,9,21,264,284.55,8.6,1018.3,-0.358
"1636","22.09.1998",1998,9,22,265,281.95,2.7,1024.7,-0.505
"1637","23.09.1998",1998,9,23,266,282.35,2,1019.1,-0.804
"1638","24.09.1998",1998,9,24,267,280.35,6.6,1023.4,-1.167
"1639","25.09.1998",1998,9,25,268,281.05,0.4,1023.1,-1.204
"1640","26.09.1998",1998,9,26,269,280.95,0.1,1017.7,-1.347
"1641","27.09.1998",1998,9,27,270,280.25,0.6,1014,-1.334
"1642","28.09.1998",1998,9,28,271,280.45,0,1014.2,-1.494
"1643","29.09.1998",1998,9,29,272,282.75,0.5,1020.1,-1.551
"1644","30.09.1998",1998,9,30,273,282.65,0,1023.5,-1.23
"1645","01.10.1998",1998,10,1,274,283.25,0,1022.6,-0.881
"1646","02.10.1998",1998,10,2,275,283.55,0.6,1022,-0.895
"1647","03.10.1998",1998,10,3,276,282.05,0.3,1016.8,-0.807
"1648","04.10.1998",1998,10,4,277,279.55,4.2,1023.2,-0.683
"1649","05.10.1998",1998,10,5,278,279.55,0,1027,-0.479
"1650","06.10.1998",1998,10,6,279,280.75,0.1,1028.2,-0.328
"1651","07.10.1998",1998,10,7,280,282.25,0,1027,-0.071
"1652","08.10.1998",1998,10,8,281,282.35,3.4,1013.5,0.541
"1653","09.10.1998",1998,10,9,282,282.15,3.7,990,0.611
"1654","10.10.1998",1998,10,10,283,281.65,11.3,991.3,0.472
"1655","11.10.1998",1998,10,11,284,280.75,0,989.3,0.203
"1656","12.10.1998",1998,10,12,285,280.95,0,993.8,0.185
"1657","13.10.1998",1998,10,13,286,280.65,0.1,995.8,0.176
"1658","14.10.1998",1998,10,14,287,280.85,12,986.4,0.073
"1659","15.10.1998",1998,10,15,288,280.25,0.8,982.7,0.068
"1660","16.10.1998",1998,10,16,289,280.15,0.2,987.2,0.039
"1661","17.10.1998",1998,10,17,290,279.25,15.1,991.9,-0.079
"1662","18.10.1998",1998,10,18,291,278.35,3,991.8,-0.216
"1663","19.10.1998",1998,10,19,292,277.45,5.6,993.8,-0.124
"1664","20.10.1998",1998,10,20,293,276.75,26.2,997.4,-0.103
"1665","21.10.1998",1998,10,21,294,276.65,11.7,1002.3,-0.01
"1666","22.10.1998",1998,10,22,295,279.95,0.9,990.4,0.341
"1667","23.10.1998",1998,10,23,296,282.25,1.4,979.6,0.843
"1668","24.10.1998",1998,10,24,297,279.65,7.9,983.6,0.856
"1669","25.10.1998",1998,10,25,298,281.35,6.8,985.5,0.159
"1670","26.10.1998",1998,10,26,299,282.75,0.1,982.7,-0.003
"1671","27.10.1998",1998,10,27,300,281.15,0,985.8,0.096
"1672","28.10.1998",1998,10,28,301,280.65,0.2,975.4,-0.387
"1673","29.10.1998",1998,10,29,302,278.85,0,978.2,-1.003
"1674","30.10.1998",1998,10,30,303,278.95,0,986.5,-1.392
"1675","31.10.1998",1998,10,31,304,277.65,0,996.5,-1.543
"1676","01.11.1998",1998,11,1,305,277.05,0,1004.1,-1.782
"1677","02.11.1998",1998,11,2,306,273.35,0,1007.6,-2.153
"1678","03.11.1998",1998,11,3,307,272.45,0,998.7,-2.184
"1679","04.11.1998",1998,11,4,308,271.75,0,995.8,-1.88
"1680","05.11.1998",1998,11,5,309,271.95,0,995.6,-1.271
"1681","06.11.1998",1998,11,6,310,272.95,0,1003.4,-0.576
"1682","07.11.1998",1998,11,7,311,275.45,0,1019.3,-0.048
"1683","08.11.1998",1998,11,8,312,276.05,0.1,1024.7,0.546
"1684","09.11.1998",1998,11,9,313,275.85,0,1014.7,0.963
"1685","10.11.1998",1998,11,10,314,276.15,0,1004.8,0.877
"1686","11.11.1998",1998,11,11,315,276.95,0.4,1007.5,0.576
"1687","12.11.1998",1998,11,12,316,277.35,1.8,1006.3,0.144
"1688","13.11.1998",1998,11,13,317,275.95,23.1,1007.9,-0.296
"1689","14.11.1998",1998,11,14,318,274.55,0,1009.2,-0.583
"1690","15.11.1998",1998,11,15,319,274.25,0,1016.3,-0.77
"1691","16.11.1998",1998,11,16,320,274.75,0,1025.6,-0.678
"1692","17.11.1998",1998,11,17,321,275.65,10.2,1021.2,-0.613
"1693","18.11.1998",1998,11,18,322,274.65,2.5,1023,-0.38
"1694","19.11.1998",1998,11,19,323,273.55,4.4,1025.9,-0.131
"1695","20.11.1998",1998,11,20,324,277.65,7.3,1020.4,0.22
"1696","21.11.1998",1998,11,21,325,279.25,9.4,1001.1,0.586
"1697","22.11.1998",1998,11,22,326,280.85,14.9,1000.5,0.907
"1698","23.11.1998",1998,11,23,327,279.75,6.4,1008.9,1.126
"1699","24.11.1998",1998,11,24,328,279.45,9.8,1008.5,0.924
"1700","25.11.1998",1998,11,25,329,279.75,0.1,1009.9,0.394
"1701","26.11.1998",1998,11,26,330,278.25,0,1005.1,0.262
"1702","27.11.1998",1998,11,27,331,277.65,0.2,1009.5,0.442
"1703","28.11.1998",1998,11,28,332,279.15,6.6,1010.7,0.364
"1704","29.11.1998",1998,11,29,333,278.25,0,1014.7,0.269
"1705","30.11.1998",1998,11,30,334,280.25,1.1,1016.1,0.489
"1706","01.12.1998",1998,12,1,335,280.95,15.8,1008.5,0.619
